Local Authority Asset Number,Street Name,Ward Name,Postcode,Description,Switch Regime,Wattage,Lamp Type,Column Type,Column Height,Heritage Status,Install Date,Easting,Northing,Longitude,Latitude,Location,Spatial Accuracy,Organisation URI,Last Uploaded
241264,BELSIZE ROAD,Kilburn,NW6 4AA,O/S 240,35/18,83,Generic LED Lighting,Lighting Column,800,No,2021 Dec 31 12:00:00 AM,"525,561","183,710",-0.19093,51.538338,POINT (-0.19093 51.538338),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
241265,BELSIZE ROAD,South Hampstead,NW6 4AD,O/S 123,35/18,83,Generic LED Lighting,Lighting Column,800,No,2021 Dec 31 12:00:00 AM,"525,831","183,890",-0.186975,51.539895,POINT (-0.186975 51.539895),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
241266,BELSIZE ROAD,Kilburn,NW6 4BT,O/S 250,35/18,83,Generic LED Lighting,Lighting Column,800,No,2021 Dec 31 12:00:00 AM,"525,539","183,703",-0.19125,51.53828,POINT (-0.19125 51.53828),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
241267,BELSIZE ROAD,South Hampstead,NW6 4RD,O/S 16,35/18,48,Generic LED Lighting,Lighting Column,800,No,2021 Dec 31 12:00:00 AM,"526,459","184,268",-0.177788,51.543152,POINT (-0.177788 51.543152),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
241268,BELSIZE ROAD,South Hampstead,NW6 4AY,O/S 73,35/18,83,Generic LED Lighting,Lighting Column,800,No,2021 Dec 31 12:00:00 AM,"526,207","184,041",-0.181502,51.541168,POINT (-0.181502 51.541168),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
241269,BELSIZE ROAD,Kilburn,NW6 4BJ,OPP. NO. 121,35/18,83,Generic LED Lighting,Lighting Column,800,No,2021 Dec 31 12:00:00 AM,"525,853","183,912",-0.18665,51.540088,POINT (-0.18665 51.540088),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
241270,BELSIZE ROAD,South Hampstead,NW6 4AS,O/S 79,35/18,83,Generic LED Lighting,Lighting Column,800,No,2021 Dec 31 12:00:00 AM,"526,135","184,010",-0.182551,51.540906,POINT (-0.182551 51.540906),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
241271,BELSIZE ROAD,Kilburn,NW6 4AA,O/S 199,35/18,83,Generic LED Lighting,Lighting Column,800,No,2021 Dec 31 12:00:00 AM,"525,607","183,741",-0.190256,51.538606,POINT (-0.190256 51.538606),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
241272,BELSIZE ROAD,South Hampstead,NW6 4AX,O/S 88,35/18,83,Generic LED Lighting,Lighting Column,800,No,2021 Dec 31 12:00:00 AM,"526,180","184,029",-0.181895,51.541067,POINT (-0.181895 51.541067),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
241273,BELSIZE ROAD,Kilburn,NW6 4DJ,O/S COMMUNITY CENTRE,35/18,83,Generic LED Lighting,Lighting Column,800,No,2021 Dec 31 12:00:00 AM,"525,730","183,835",-0.18845,51.539423,POINT (-0.18845 51.539423),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
241274,BELSIZE ROAD,Kilburn,NW6 4DX,O/S HEALTH CENTRE,35/18,83,Generic LED Lighting,Lighting Column,800,No,2021 Dec 31 12:00:00 AM,"525,788","183,876",-0.187599,51.539779,POINT (-0.187599 51.539779),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
241275,BELSIZE ROAD,South Hampstead,NW6 4AP,OPP 114,35/18,83,Generic LED Lighting,Lighting Column,800,No,2021 Dec 31 12:00:00 AM,"526,088","183,991",-0.183235,51.540746,POINT (-0.183235 51.540746),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
241276,BELSIZE ROAD,South Hampstead,NW6 4AD,OPP 117,35/18,83,Generic LED Lighting,Lighting Column,800,No,2021 Dec 31 12:00:00 AM,"525,892","183,913",-0.186087,51.540088,POINT (-0.186087 51.540088),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
241277,BELSIZE ROAD,Kilburn,NW6 4BJ,OPP 129,35/18,83,Generic LED Lighting,Lighting Column,800,No,,"525,816","183,900",-0.187187,51.539988,POINT (-0.187187 51.539988),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
241278,BELSIZE ROAD,Kilburn,NW6 4SG,OPP 193,35/18,83,Generic LED Lighting,Lighting Column,800,No,2021 Dec 31 12:00:00 AM,"525,622","183,764",-0.190032,51.538809,POINT (-0.190032 51.538809),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
241279,BELSIZE ROAD,South Hampstead,NW6 4HB,BY BYRON COURT,35/18,102,Generic LED Lighting,Lighting Column,800,No,2021 Dec 31 12:00:00 AM,"526,377","184,177",-0.179003,51.542353,POINT (-0.179003 51.542353),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
241280,BELSIZE ROAD,South Hampstead,NW6 4AN,O/S 101,35/18,83,Generic LED Lighting,Lighting Column,800,No,2021 Dec 31 12:00:00 AM,"526,021","183,963",-0.18421,51.540509,POINT (-0.18421 51.540509),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
252948,BELSIZE ROAD,South Hampstead,NW6 4BE,ON C/I AT J/W FAIRHAZEL GARDENS,Continuous,3,LED Belisha Beacons (undimmed),Belisha Beacon,300,No,,"526,304","184,090",-0.180086,51.541587,POINT (-0.180086 51.541587),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
252949,BELSIZE ROAD,South Hampstead,NW6 4BE,OPP J/W FAIRHAZEL GARDENS,Continuous,3,LED Belisha Beacons (undimmed),Belisha Beacon,300,No,,"526,307","184,084",-0.180045,51.541533,POINT (-0.180045 51.541533),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
252950,BELSIZE ROAD,South Hampstead,NW6 4BE,ON C/I AT J/W FAIRHAZEL GARDENS,Continuous,3,LED Belisha Beacons (undimmed),Belisha Beacon,300,No,,"526,300","184,088",-0.180145,51.54157,POINT (-0.180145 51.54157),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
252951,BELSIZE ROAD,South Hampstead,NW6 4TG,"O/S NO 46, AT J/W FAIRHAZEL GARDENS",Continuous,3,LED Belisha Beacons (undimmed),Belisha Beacon,300,No,,"526,297","184,093",-0.180186,51.541616,POINT (-0.180186 51.541616),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
252952,BELSIZE ROAD,Kilburn,NW6 4BT,AT J/W PRIORY RD,Continuous,3,LED Belisha Beacons (undimmed),Belisha Beacon,300,No,,"525,597","183,745",-0.190399,51.538644,POINT (-0.190399 51.538644),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
252953,BELSIZE ROAD,Kilburn,NW6 4AA,OPP J/W KILBURN VALE,Continuous,3,LED Belisha Beacons (undimmed),Belisha Beacon,300,No,,"525,555","183,705",-0.191018,51.538294,POINT (-0.191018 51.538294),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
252954,BELSIZE ROAD,Kilburn,NW6 4AA,AT J/W KILBURN PRIORY,Continuous,3,LED Belisha Beacons (undimmed),Belisha Beacon,300,No,,"525,606","183,741",-0.19027,51.538606,POINT (-0.19027 51.538606),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
252955,BELSIZE ROAD,Kilburn,NW6 4BT,AT J/W KILBURN VALE,Continuous,3,LED Belisha Beacons (undimmed),Belisha Beacon,300,No,,"525,545","183,710",-0.191161,51.538341,POINT (-0.191161 51.538341),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
262479,BELSIZE ROAD,South Hampstead,NW6 4BE,ON ISLAND,35/18,102,Generic LED Lighting,Lighting Column,800,No,2021 Dec 31 12:00:00 AM,"526,334","184,132",-0.179639,51.541958,POINT (-0.179639 51.541958),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
243830,BELSIZE SQUARE,Belsize,NW3 4ET,S/O NO 8 BELSIZE PARK,35/18,38,Generic LED Lighting,Lighting Column,600,Yes,,"526,846","184,761",-0.172033,51.547496,POINT (-0.172033 51.547496),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
243831,BELSIZE SQUARE,Belsize,NW3 4HY,OPP NO 1,35/18,38,Generic LED Lighting,Lighting Column,600,Yes,,"526,881","184,757",-0.17153,51.547452,POINT (-0.17153 51.547452),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
243832,BELSIZE SQUARE,Belsize,NW3 4HT,O/S NO 3/4,35/18,38,Generic LED Lighting,Lighting Column,600,Yes,,"526,904","184,738",-0.171205,51.547276,POINT (-0.171205 51.547276),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
243833,BELSIZE SQUARE,Belsize,NW3 4HY,OPP NO 7,35/18,38,Generic LED Lighting,Lighting Column,600,Yes,,"526,940","184,734",-0.170688,51.547232,POINT (-0.170688 51.547232),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
243834,BELSIZE SQUARE,Belsize,NW3 4HT,O/S NO 10/11,35/18,38,Generic LED Lighting,Lighting Column,600,Yes,,"526,964","184,714",-0.170349,51.547047,POINT (-0.170349 51.547047),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
243835,BELSIZE SQUARE,Belsize,NW3 4HU,OPP NO 14,35/18,38,Generic LED Lighting,Lighting Column,600,Yes,,"526,995","184,712",-0.169903,51.547022,POINT (-0.169903 51.547022),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
243836,BELSIZE SQUARE,Belsize,NW3 4HT,O/S NO 17/18,35/18,38,Generic LED Lighting,Lighting Column,600,Yes,,"527,025","184,690",-0.169479,51.546818,POINT (-0.169479 51.546818),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
243837,BELSIZE SQUARE,Belsize,NW3 4HU,O/S NO 28/29,35/18,38,Generic LED Lighting,Lighting Column,600,Yes,,"527,028","184,717",-0.169426,51.54706,POINT (-0.169426 51.54706),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
243838,BELSIZE SQUARE,Belsize,NW3 4HU,OPP NO 33,35/18,38,Generic LED Lighting,Lighting Column,600,Yes,,"527,064","184,720",-0.168906,51.547079,POINT (-0.168906 51.547079),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
243839,BELSIZE SQUARE,Belsize,NW3 4HL,O/S NO 36,35/18,38,Generic LED Lighting,Lighting Column,600,Yes,,"527,043","184,738",-0.169202,51.547245,POINT (-0.169202 51.547245),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
243840,BELSIZE SQUARE,Belsize,NW3 4HU,OPP NO 39,35/18,38,Generic LED Lighting,Lighting Column,600,Yes,,"527,010","184,742",-0.169676,51.547288,POINT (-0.169676 51.547288),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
243841,BELSIZE SQUARE,Belsize,NW3 4HN,O/S NO 42/43,35/18,38,Generic LED Lighting,Lighting Column,600,Yes,,"526,985","184,761",-0.17003,51.547465,POINT (-0.17003 51.547465),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
243842,BELSIZE SQUARE,Belsize,NW3 4HX,OPP NO 46,35/18,38,Generic LED Lighting,Lighting Column,600,Yes,,"526,952","184,765",-0.170504,51.547508,POINT (-0.170504 51.547508),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
243843,BELSIZE SQUARE,Belsize,NW3 4HN,O/S NO 50,35/18,38,Generic LED Lighting,Lighting Column,600,Yes,,"526,923","184,785",-0.170915,51.547694,POINT (-0.170915 51.547694),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
243844,BELSIZE SQUARE,Belsize,NW3 4HY,O/S CHURCH,35/18,38,Generic LED Lighting,Lighting Column,600,Yes,,"526,892","184,788",-0.17136,51.547728,POINT (-0.17136 51.547728),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
243845,BELSIZE SQUARE,Belsize,NW3 4ES,S/O 9 BELSIZE PARK,35/18,38,Generic LED Lighting,Lighting Column,600,Yes,,"526,868","184,807",-0.171699,51.547904,POINT (-0.171699 51.547904),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
243846,BELSIZE TERRACE,Belsize,NW3 4DU,S/O NO. 18,35/18,27,Generic LED Lighting,Lighting Column,400,Yes,2021 Dec 31 12:00:00 AM,"526,902","184,912",-0.171171,51.54884,POINT (-0.171171 51.54884),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
243847,BELSIZE TERRACE,Belsize,NW3 4AX,O/S NO 10,35/18,27,Generic LED Lighting,Lighting Column,400,Yes,2021 Dec 31 12:00:00 AM,"526,900","184,939",-0.171191,51.549084,POINT (-0.171191 51.549084),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
255412,BENHAM'S PLACE,Frognal,NW3 6QY,OPP 4,35/18,39,Generic LED Lighting,Wall Light,,,2023 Nov 03 12:00:00 AM,"526,242","185,755",-0.180383,51.556564,POINT (-0.180383 51.556564),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
20638,BERGHOLT MEWS,Kings Cross,NW1 0BH,O/S 19,35/18,42,Generic LED Lighting,Lighting Column,500,No,2022 Jan 31 12:00:00 AM,"529,510","183,992",-0.133918,51.539981,POINT (-0.133918 51.539981),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
262652,BERGHOLT MEWS,Kings Cross,NW1 0BH,,35/18,29,Generic LED Lighting,Lighting Column,600,No,2023 Nov 24 12:00:00 AM,"529,505","183,985",-0.133992,51.539919,POINT (-0.133992 51.539919),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
246792,BERKLEY ROAD,Primrose Hill,NW1 8XP,NEAR N 174,35/18,38,Generic LED Lighting,Lighting Column,500,Yes,,"527,963","184,157",-0.156152,51.541816,POINT (-0.156152 51.541816),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
246793,BERKLEY ROAD,Primrose Hill,NW1 8YR,FRONT N 4,35/18,38,Generic LED Lighting,Lighting Column,500,Yes,,"527,966","184,136",-0.156117,51.541627,POINT (-0.156117 51.541627),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
246794,BERKLEY ROAD,Primrose Hill,NW1 8XX,OPP GATE OF CHURCH,35/18,38,Generic LED Lighting,Lighting Column,500,Yes,,"527,987","184,130",-0.155816,51.541568,POINT (-0.155816 51.541568),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
246795,BERKLEY ROAD,Primrose Hill,NW1 8YA,OPP N 8,35/18,38,Generic LED Lighting,Lighting Column,500,Yes,,"527,996","184,110",-0.155694,51.541386,POINT (-0.155694 51.541386),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
249592,BERNARD STREET,Bloomsbury,WC1N 1LA,BY 53-55,35/18,60,Generic LED Lighting,Lighting Column,600,No,2023 Nov 24 12:00:00 AM,"530,143","182,119",-0.125487,51.523003,POINT (-0.125487 51.523003),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
249593,BERNARD STREET,Bloomsbury,WC1N 1LB,NEAR HERBRAND ST,35/18,60,Generic LED Lighting,Lighting Column,600,No,2023 Nov 24 12:00:00 AM,"530,162","182,127",-0.125211,51.52307,POINT (-0.125211 51.52307),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
249594,BERNARD STREET,Bloomsbury,WC1N 1LE,BY 43,35/18,60,Generic LED Lighting,Lighting Column,600,No,2023 Nov 24 12:00:00 AM,"530,185","182,137",-0.124876,51.523155,POINT (-0.124876 51.523155),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
249595,BERNARD STREET,Bloomsbury,WC1N 1LJ,NEAR 5,35/18,86,Generic LED Lighting,Lighting Column,600,No,2023 Nov 24 12:00:00 AM,"530,204","182,136",-0.124602,51.523142,POINT (-0.124602 51.523142),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
249596,BERNARD STREET,Bloomsbury,WC1N 1LE,BY 10,35/18,86,Generic LED Lighting,Lighting Column,600,No,2023 Nov 24 12:00:00 AM,"530,220","182,150",-0.124367,51.523264,POINT (-0.124367 51.523264),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
249597,BERNARD STREET,Bloomsbury,WC1N 1LN,S/O NO. 15,35/18,86,Generic LED Lighting,Lighting Column,800,No,2023 Nov 24 12:00:00 AM,"530,256","182,154",-0.123846,51.523291,POINT (-0.123846 51.523291),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
249598,BERNARD STREET,Bloomsbury,WC1N 1LN,BY 19,35/18,86,Generic LED Lighting,Lighting Column,800,No,2023 Nov 24 12:00:00 AM,"530,282","182,165",-0.123468,51.523384,POINT (-0.123468 51.523384),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
249599,BERNARD STREET,Bloomsbury,WC1N 1LT,BY 25,35/18,86,Generic LED Lighting,Lighting Column,800,No,2023 Nov 24 12:00:00 AM,"530,311","182,176",-0.123046,51.523476,POINT (-0.123046 51.523476),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
249600,BERNARD STREET,Bloomsbury,WC1N 1LX,"S/O DOWNING COURT, J/W GRENVILLE ST",35/18,86,Generic LED Lighting,Lighting Column,800,No,2023 Nov 24 12:00:00 AM,"530,352","182,191",-0.12245,51.523602,POINT (-0.12245 51.523602),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
249601,BERNARD STREET,Bloomsbury,WC1N 1LX,BY 28,35/18,86,Generic LED Lighting,Lighting Column,800,No,2023 Nov 24 12:00:00 AM,"530,334","182,184",-0.122712,51.523543,POINT (-0.122712 51.523543),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
253309,BERNARD STREET,Bloomsbury,WC1N 1LN,O/S RUSSELL SQUARE STATION,Continuous,15,LED Belisha Beacons (undimmed),Belisha Beacon,300,No,1999 Feb 10 12:00:00 AM,"530,225","182,144",-0.124297,51.523209,POINT (-0.124297 51.523209),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
253310,BERNARD STREET,Bloomsbury,WC1N 1LE,OPP RUSSELL SQUARE STATION,Continuous,15,LED Belisha Beacons (undimmed),Belisha Beacon,300,No,1999 Feb 10 12:00:00 AM,"530,222","182,151",-0.124337,51.523272,POINT (-0.124337 51.523272),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
261970,BERNARD STREET,Bloomsbury,WC1N 1LX,"S/O DOWNING COURT, J/W GRENVILLE ST",,,,Floodlight,600,No,1975 Feb 10 12:00:00 AM,"530,352","182,191",-0.12245,51.523602,POINT (-0.12245 51.523602),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
244376,BERTRAM STREET,Highgate,N19 5DF,OPP PUB AT J/W CHESTER RD,35/18,29,Generic LED Lighting,Lighting Column,600,No,2021 Dec 31 12:00:00 AM,"528,823","186,589",-0.142868,51.563477,POINT (-0.142868 51.563477),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
244377,BERTRAM STREET,Highgate,N19 5DQ,OPPOSITE NO.2A,35/18,29,Generic LED Lighting,Lighting Column,600,No,2021 Dec 31 12:00:00 AM,"528,819","186,580",-0.142929,51.563397,POINT (-0.142929 51.563397),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
244378,BERTRAM STREET,Highgate,N19 5DQ,BY NO.6,35/18,29,Generic LED Lighting,Lighting Column,600,No,2021 Dec 31 12:00:00 AM,"528,817","186,561",-0.142965,51.563226,POINT (-0.142965 51.563226),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
244379,BERTRAM STREET,Highgate,N19 5DQ,BY NO.13A,35/18,29,Generic LED Lighting,Lighting Column,600,No,2021 Dec 31 12:00:00 AM,"528,801","186,546",-0.143201,51.563095,POINT (-0.143201 51.563095),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
244380,BERTRAM STREET,Highgate,N19 5DQ,BY NO.19,35/18,29,Generic LED Lighting,Lighting Column,600,No,2021 Dec 31 12:00:00 AM,"528,795","186,534",-0.143292,51.562989,POINT (-0.143292 51.562989),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
244381,BERTRAM STREET,Highgate,N19 5DQ,BY NO.23,35/18,29,Generic LED Lighting,Lighting Column,600,No,2021 Dec 31 12:00:00 AM,"528,789","186,523",-0.143382,51.562891,POINT (-0.143382 51.562891),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
244382,BERTRAM STREET,Highgate,N19 5DQ,BY NO.26,35/18,29,Generic LED Lighting,Lighting Column,600,No,2021 Dec 31 12:00:00 AM,"528,795","186,516",-0.143298,51.562827,POINT (-0.143298 51.562827),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
250274,BETTERTON STREET,Holborn and Covent Garden,WC2H 9BQ,FRONT OF N 34,35/18,56,Generic LED Lighting,Lighting Column,500,No,,"530,238","181,195",-0.12446,51.514677,POINT (-0.12446 51.514677),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
250275,BETTERTON STREET,Holborn and Covent Garden,WC2H 9BT,FRONT OF BETTERTON HOUSE,35/18,56,Generic LED Lighting,Lighting Column,500,No,,"530,261","181,208",-0.124124,51.514789,POINT (-0.124124 51.514789),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
250276,BETTERTON STREET,Holborn and Covent Garden,WC2H 9BX,FRONT OF N 18/20,35/18,56,Generic LED Lighting,Lighting Column,500,No,,"530,273","181,228",-0.123944,51.514966,POINT (-0.123944 51.514966),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
250277,BETTERTON STREET,Holborn and Covent Garden,WC2H 9AH,OPP NO 1,35/18,56,Generic LED Lighting,Lighting Column,500,No,,"530,309","181,262",-0.123413,51.515263,POINT (-0.123413 51.515263),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
259579,BETTERTON STREET,Holborn and Covent Garden,WC2H 9BH,FRONT OF N 9,35/18,56,Generic LED Lighting,Wall Light,,,,"530,296","181,239",-0.123608,51.515059,POINT (-0.123608 51.515059),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
249602,BIDBOROUGH STREET,Kings Cross,WC1H 9DW,J/W TONBRIDGE ST,35/18,51,Generic LED Lighting,Lighting Column,800,No,1999 Nov 11 12:00:00 AM,"530,175","182,782",-0.124781,51.528954,POINT (-0.124781 51.528954),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
249603,BIDBOROUGH STREET,Kings Cross,WC1H 8EG,OPP N 133-160,35/18,51,Generic LED Lighting,Lighting Column,800,No,1999 Nov 11 12:00:00 AM,"530,147","182,774",-0.125188,51.528888,POINT (-0.125188 51.528888),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
249604,BIDBOROUGH STREET,Kings Cross,WC1H 9DJ,TOP OF ST,35/18,51,Generic LED Lighting,Lighting Column,800,No,1999 Nov 11 12:00:00 AM,"530,131","182,752",-0.125426,51.528694,POINT (-0.125426 51.528694),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
249605,BIDBOROUGH STREET,Bloomsbury,WC1H 9NP,NEAR JUDD STREET,35/18,42,Generic LED Lighting,Lighting Column,800,No,2023 Oct 30 12:00:00 AM,"530,095","182,739",-0.12595,51.528586,POINT (-0.12595 51.528586),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
249606,BIDBOROUGH STREET,Bloomsbury,WC1H 9NP,OPP.24-36,35/18,42,Generic LED Lighting,Lighting Column,800,No,2023 Oct 30 12:00:00 AM,"530,076","182,715",-0.126232,51.528374,POINT (-0.126232 51.528374),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
249607,BIDBOROUGH STREET,Bloomsbury,WC1H 9NP,NEAR 38-50,35/18,42,Generic LED Lighting,Lighting Column,800,No,2023 Oct 30 12:00:00 AM,"530,052","182,708",-0.126581,51.528317,POINT (-0.126581 51.528317),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
249608,BIDBOROUGH STREET,Bloomsbury,WC1H 9BB,OPP. BIDBOROUGH HSE,35/18,42,Generic LED Lighting,Lighting Column,800,No,2023 Oct 30 12:00:00 AM,"530,032","182,684",-0.126878,51.528106,POINT (-0.126878 51.528106),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
249609,BIDBOROUGH STREET,Bloomsbury,WC1H 9BB,NEAR MABLEDON PLACE,35/18,42,Generic LED Lighting,Lighting Column,800,No,2023 Oct 30 12:00:00 AM,"530,005","182,677",-0.127269,51.528049,POINT (-0.127269 51.528049),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
241933,BILLY FURY WAY,West Hampstead,NW3 6ER,FOOTPATH FROM WEST END LN TO FINCHLEY RD,35/18,29,Generic LED Lighting,Lighting Column,500,No,,"525,922","184,948",-0.185285,51.549383,POINT (-0.185285 51.549383),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
241934,BILLY FURY WAY,West Hampstead,NW3 6ER,FOOTPATH FROM WEST END LN TO FINCHLEY RD,35/18,29,Generic LED Lighting,Lighting Column,500,No,,"525,940","184,961",-0.185021,51.549496,POINT (-0.185021 51.549496),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
241935,BILLY FURY WAY,West Hampstead,NW6 1SD,FOOTPATH FROM WEST END LN TO FINCHLEY RD,35/18,29,Generic LED Lighting,Lighting Column,500,No,,"525,547","184,723",-0.190771,51.547445,POINT (-0.190771 51.547445),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
