Local Authority Asset Number,Street Name,Ward Name,Postcode,Description,Switch Regime,Wattage,Lamp Type,Column Type,Column Height,Heritage Status,Install Date,Easting,Northing,Longitude,Latitude,Location,Spatial Accuracy,Organisation URI,Last Uploaded
1309,LYNDHURST ROAD,Hampstead Town,NW3 5PX,O/S NO 9,35/18,46,Generic LED Lighting,Lighting Column,600,No,2021 Sep 30 12:00:00 AM,"526,799","185,337",-0.172503,51.552683,POINT (-0.172503 51.552683),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
1310,LYNDHURST ROAD,Belsize,NW3 5NX,OPP NO 7,35/18,46,Generic LED Lighting,Lighting Column,600,No,2021 Sep 30 12:00:00 AM,"526,777","185,313",-0.172829,51.552472,POINT (-0.172829 51.552472),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
1311,LYNDHURST ROAD,Belsize,NW3 5NX,OPP NO 5/6,35/18,46,Generic LED Lighting,Lighting Column,600,No,2021 Sep 30 12:00:00 AM,"526,753","185,300",-0.17318,51.552361,POINT (-0.17318 51.552361),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
1312,LYNDHURST ROAD,Belsize,NW3 5NX,O/S NO 24,35/18,31,Generic LED Lighting,Lighting Column,600,No,2021 Sep 30 12:00:00 AM,"526,733","185,288",-0.173472,51.552257,POINT (-0.173472 51.552257),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
1313,LYNDHURST ROAD,Belsize,NW3 5PB,O/S NO 27,35/18,31,Generic LED Lighting,Lighting Column,600,No,2021 Sep 30 12:00:00 AM,"526,682","185,260",-0.174217,51.552017,POINT (-0.174217 51.552017),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
1314,LYNDHURST ROAD,Belsize,NW3 5PB,O/S NO 31,35/18,31,Generic LED Lighting,Lighting Column,600,No,2021 Sep 30 12:00:00 AM,"526,643","185,227",-0.174791,51.551729,POINT (-0.174791 51.551729),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
1315,LYNDHURST ROAD,Belsize,NW3 5BS,OPP NO 39,35/18,51,Generic LED Lighting,Lighting Column,600,No,2021 Sep 30 12:00:00 AM,"526,610","185,212",-0.175273,51.551602,POINT (-0.175273 51.551602),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
20948,LYNDHURST ROAD,Hampstead Town,NW3 5QA,OPP NO 29,35/18,31,Generic LED Lighting,Lighting Column,600,No,2022 Feb 28 12:00:00 AM,"526,657","185,252",-0.174581,51.551951,POINT (-0.174581 51.551951),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
242486,LYNDHURST ROAD,Hampstead Town,NW3 5PX,O/S NO 11,35/18,46,Generic LED Lighting,Lighting Column,600,No,2021 Dec 31 12:00:00 AM,"526,822","185,349",-0.172167,51.552786,POINT (-0.172167 51.552786),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
242487,LYNDHURST ROAD,Hampstead Town,NW3 5LS,J/O LYNDHURST ROAD L.H.S,35/18,56,Generic LED Lighting,Lighting Column,600,No,2021 Dec 31 12:00:00 AM,"526,585","185,222",-0.175629,51.551698,POINT (-0.175629 51.551698),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
242491,LYNDHURST ROAD,Hampstead Town,NW3 5PX,O/S NO 1,35/18,31,Generic LED Lighting,Lighting Column,600,No,2021 Dec 31 12:00:00 AM,"526,701","185,284",-0.173935,51.552229,POINT (-0.173935 51.552229),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
242496,LYNDHURST TERRACE,Hampstead Town,NW3 5QA,O/S 2,35/18,21,Generic LED Lighting,Lighting Column,500,No,2021 Dec 31 12:00:00 AM,"526,676","185,282",-0.174296,51.552216,POINT (-0.174296 51.552216),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
242497,LYNDHURST TERRACE,Hampstead Town,NW3 5QA,O/S 5,35/18,21,Generic LED Lighting,Lighting Column,500,No,2021 Dec 31 12:00:00 AM,"526,659","185,300",-0.174535,51.552382,POINT (-0.174535 51.552382),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
242498,LYNDHURST TERRACE,Hampstead Town,NW3 5QA,O/S HEATH HOUSE,35/18,21,Generic LED Lighting,Lighting Column,500,No,2021 Dec 31 12:00:00 AM,"526,638","185,350",-0.174819,51.552836,POINT (-0.174819 51.552836),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
242499,LYNDHURST TERRACE,Hampstead Town,NW3 5PP,OPP 9,35/18,21,Generic LED Lighting,Lighting Column,500,No,2021 Dec 31 12:00:00 AM,"526,657","185,328",-0.174553,51.552634,POINT (-0.174553 51.552634),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
249943,MABLEDON PLACE,Bloomsbury,WC1H 9EH,S/O NO 27 CARTWRIGHT GARDENS,35/18,41,LED Street Lights,Lighting Column,800,No,2000 Feb 10 12:00:00 AM,"530,008","182,628",-0.127244,51.527608,POINT (-0.127244 51.527608),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
249944,MABLEDON PLACE,Bloomsbury,WC1H 9BB,OPP.PUB,35/18,41,LED Street Lights,Lighting Column,800,No,2000 Feb 10 12:00:00 AM,"530,002","182,656",-0.12732,51.527861,POINT (-0.12732 51.527861),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
249945,MABLEDON PLACE,Bloomsbury,WC1H 9PY,OPP. 20,35/18,41,LED Street Lights,Lighting Column,800,No,2000 Feb 10 12:00:00 AM,"529,981","182,672",-0.127617,51.52801,POINT (-0.127617 51.52801),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
249946,MABLEDON PLACE,Bloomsbury,WC1H 9PY,O/S CLIFTON HOUSE,35/18,41,LED Street Lights,Lighting Column,800,No,2000 Feb 10 12:00:00 AM,"529,964","182,696",-0.127853,51.528229,POINT (-0.127853 51.528229),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
243249,MACKESON ROAD,Gospel Oak,NW3 2PA,J/W AGINCOURT RD,35/18,38,Generic LED Lighting,Lighting Column,500,Yes,,"527,636","185,542",-0.160363,51.554337,POINT (-0.160363 51.554337),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
243250,MACKESON ROAD,Gospel Oak,NW3 2LT,O/S NO 8,35/18,38,Generic LED Lighting,Lighting Column,500,Yes,,"527,657","185,563",-0.160053,51.554521,POINT (-0.160053 51.554521),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
243251,MACKESON ROAD,Gospel Oak,NW3 2LT,O/S NO 18,35/18,38,Generic LED Lighting,Lighting Column,500,Yes,,"527,663","185,586",-0.159958,51.554726,POINT (-0.159958 51.554726),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
243252,MACKESON ROAD,Gospel Oak,NW3 2LU,O/S NO 21,35/18,38,Generic LED Lighting,Lighting Column,500,Yes,,"527,656","185,611",-0.16005,51.554952,POINT (-0.16005 51.554952),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
243253,MACKESON ROAD,Gospel Oak,NW3 2LT,O/S NO 34,35/18,38,Generic LED Lighting,Lighting Column,500,Yes,,"527,663","185,636",-0.15994,51.555175,POINT (-0.15994 51.555175),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
243254,MACKESON ROAD,Gospel Oak,NW3 2LX,J/W CONSTANTINE RD,35/18,38,Generic LED Lighting,Lighting Column,500,Yes,,"527,656","185,663",-0.160031,51.55542,POINT (-0.160031 51.55542),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
250524,MACKLIN STREET,Holborn and Covent Garden,WC2B 5QF,O/S 175,35/18,29,Generic LED Lighting,Lighting Column,500,No,2023 Nov 24 12:00:00 AM,"530,323","181,297",-0.123198,51.515574,POINT (-0.123198 51.515574),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
250525,MACKLIN STREET,Holborn and Covent Garden,WC2B 5NH,FRONT OF N 9,35/18,29,Generic LED Lighting,Lighting Column,500,No,2023 Nov 24 12:00:00 AM,"530,339","181,313",-0.122962,51.515714,POINT (-0.122962 51.515714),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
250526,MACKLIN STREET,Holborn and Covent Garden,WC2B 5NB,FRONT OF N 10/14,35/18,29,Generic LED Lighting,Lighting Column,500,No,2023 Nov 24 12:00:00 AM,"530,357","181,323",-0.122699,51.5158,POINT (-0.122699 51.5158),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
250527,MACKLIN STREET,Holborn and Covent Garden,WC2B 5NB,FRONT OF N 17A,35/18,29,Generic LED Lighting,Lighting Column,500,No,2023 Nov 24 12:00:00 AM,"530,385","181,350",-0.122285,51.516036,POINT (-0.122285 51.516036),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
250528,MACKLIN STREET,Holborn and Covent Garden,WC2B 5EF,NEAR PRMARY SCHOOL,35/18,29,Generic LED Lighting,Lighting Column,500,No,2023 Nov 24 12:00:00 AM,"530,429","181,390",-0.121637,51.516386,POINT (-0.121637 51.516386),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
250529,MACKLIN STREET,Holborn and Covent Garden,WC2B 5LX,J/W NEWTON ST,35/18,29,Generic LED Lighting,Lighting Column,500,No,2023 Nov 24 12:00:00 AM,"530,438","181,407",-0.121501,51.516536,POINT (-0.121501 51.516536),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
259593,MACKLIN STREET,Holborn and Covent Garden,WC2B 5NG,FRONT OF NN 15,35/18,29,Generic LED Lighting,Wall Light,,,2023 Nov 24 12:00:00 AM,"530,363","181,341",-0.122606,51.51596,POINT (-0.122606 51.51596),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
259594,MACKLIN STREET,Holborn and Covent Garden,WC2B 5NN,FRONT OF N 23,35/18,29,Generic LED Lighting,Wall Light,,,2023 Nov 24 12:00:00 AM,"530,390","181,364",-0.122208,51.516161,POINT (-0.122208 51.516161),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
259595,MACKLIN STREET,Holborn and Covent Garden,WC2B 5NN,FRONT OF N 23,35/18,29,Generic LED Lighting,Wall Light,,,2023 Nov 24 12:00:00 AM,"530,398","181,373",-0.12209,51.51624,POINT (-0.12209 51.51624),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
259596,MACKLIN STREET,Holborn and Covent Garden,WC2B 5NA,JUNCT WITH STUCKELEY ST,35/18,29,Generic LED Lighting,Wall Light,,,2023 Nov 24 12:00:00 AM,"530,409","181,376",-0.12193,51.516264,POINT (-0.12193 51.516264),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
247002,MACKWORTH STREET,Regents Park,NW1 3RA,OPP. HARRINGTON HOUSE,35/18,21,Generic LED Lighting,Lighting Column,600,No,2023 Nov 24 12:00:00 AM,"529,069","182,921",-0.140666,51.530457,POINT (-0.140666 51.530457),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
247003,MACKWORTH STREET,Regents Park,NW1 3RB,BY HARRINGTON HSE,35/18,21,Generic LED Lighting,Lighting Column,600,No,2023 Nov 24 12:00:00 AM,"529,093","182,918",-0.140321,51.530424,POINT (-0.140321 51.530424),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
247004,MACKWORTH STREET,Regents Park,NW1 3RA,J/W HARRINGTON ST,35/18,21,Generic LED Lighting,Lighting Column,600,No,2023 Nov 24 12:00:00 AM,"529,116","182,932",-0.139984,51.530545,POINT (-0.139984 51.530545),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
487,MAITLAND PARK ROAD,Haverstock,NW3 2HE,O/S 109-134,35/18,42,Generic LED Lighting,Lighting Column,600,No,1975 Feb 10 12:00:00 AM,"527,980","184,942",-0.155622,51.548867,POINT (-0.155622 51.548867),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
490,MAITLAND PARK ROAD,Haverstock,NW3 2HA,O/S 45-51,35/18,42,Generic LED Lighting,Lighting Column,600,No,1975 Feb 10 12:00:00 AM,"527,976","184,795",-0.155733,51.547547,POINT (-0.155733 51.547547),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
494,MAITLAND PARK ROAD,Haverstock,NW3 2HD,O/S 77-84,35/18,42,Generic LED Lighting,Lighting Column,600,No,1975 Feb 10 12:00:00 AM,"527,997","184,895",-0.155394,51.548441,POINT (-0.155394 51.548441),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
495,MAITLAND PARK ROAD,Haverstock,NW3 2HD,O/S 85-92,35/18,42,Generic LED Lighting,Lighting Column,600,No,1975 Feb 10 12:00:00 AM,"528,008","184,912",-0.155229,51.548591,POINT (-0.155229 51.548591),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
496,MAITLAND PARK ROAD,Haverstock,NW3 2HD,O/S 93-100,35/18,42,Generic LED Lighting,Lighting Column,600,No,1975 Feb 10 12:00:00 AM,"528,010","184,926",-0.155195,51.548716,POINT (-0.155195 51.548716),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
501,MAITLAND PARK ROAD,Haverstock,NW3 2HD,OPPOSITE 93-100,35/18,42,Generic LED Lighting,Lighting Column,600,No,1975 Feb 10 12:00:00 AM,"527,992","184,923",-0.155456,51.548693,POINT (-0.155456 51.548693),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
1151,MAITLAND PARK VILLAS,Haverstock,NW3 2DY,J/W MAITLAND PARK RD,35/18,42,Generic LED Lighting,Lighting Column,800,No,2021 Aug 31 12:00:00 AM,"527,922","184,781",-0.156516,51.547433,POINT (-0.156516 51.547433),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
1152,MAITLAND PARK VILLAS,Haverstock,NW5 4JA,OPP HORNBEAM HSE,35/18,42,Generic LED Lighting,Lighting Column,800,No,2021 Aug 31 12:00:00 AM,"527,914","184,990",-0.156556,51.549313,POINT (-0.156556 51.549313),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
